telephone,nom_complet,email,points_fidelite
02 47 75 74 83,Antoinette Rousset,antoinette.rousset@sfr.fr,48
0524013514,Roy Michelle,michelle.roy@club-internet.fr,411
01.70.43.90.73,Philippe Regnier,philippe.regnier@tiscali.fr,345
+33177826021,Peltier Émile,,253
276286657,Rivière Emmanuelle,,111
243770586,Laurent Martine,,194
04 11 75 88 92,LEMAIRE LUCY,,361
479201055,Delorme Eugène,eugène.delorme@voila.fr,146
155941624,Roland Fernandes,,404
04 90 17 90 44,Madeleine Brunet,,141
05 65 66 82 84,Benjamin Gomez,benjamin.gomez@orange.fr,496
03 73 07 05 29,Maryse Gillet,maryse.gillet@yahoo.fr,456
487762055,DOS SANTOS DENISE,,386
04.79.22.15.33,Jacques Faure,,356
582765283,Rémy Robert,,327
02 46 70 48 05,Véronique Lacombe,,168
0142287723,MICHELLE GAILLARD,michelle.gaillard@noos.fr,211
05 64 33 85 58,Anouk Blanchard,,233
03 53 17 10 68,Marianne Lamy,,211
02.72.86.33.33,Pottier Joséphine,,126
04 74 84 16 49,ÉLÉONORE GUICHARD,,292
04.70.03.82.57,LACOMBE MARGUERITE,marguerite.lacombe@laposte.net,32
05 32 42 92 82,RENÉE DURAND,renée.durand@voila.fr,365
173481132,Pons Éric,,63
518024979,Olivier Delattre,,334
05.58.90.85.62,Édouard Pinto,édouard.pinto@live.com,256
139317367,Jeanne Briand,jeanne.briand@noos.fr,159
04.83.21.79.86,Jacob Nathalie,,324
+33(0)256805664,MERLE RÉMY,rémy.merle@orange.fr,77
04 80 00 34 29,Lemoine Capucine,,325
05 34 84 88 22,Richard Gallet,richard.gallet@orange.fr,280
354804579,VICTOR BERTIN,victor.bertin@tiscali.fr,104
04.91.19.46.28,BONNEAU ÉRIC,,360
+33(0)320380455,WILLIAM MICHAUD,william.michaud@hotmail.fr,54
+33532532791,Marchal Daniel,daniel.marchal@ifrance.com,82
474885098,Fernandez Corinne,corinne.fernandez@orange.fr,254
02 96 81 55 34,RENAUD DENIS,,24
180588631,Andrée Humbert,andrée.humbert@live.com,262
04.83.71.24.96,Yves Barbe,,141
486156920,Briand Élisabeth,,306
04 84 40 13 86,ALICE FERRAND,,164
371170447,Perrin Alexandria,,334
555324881,Baudry Michel,,257
04 88 23 15 08,Sébastien Guillet,,473
+33(0)547634437,Charles Thibault,,125
+33562577251,Bonneau Margot,,252
05.36.14.33.69,Noémi Ferreira,,196
0364379075,COHEN OLIVIER,,76
369828354,Margaud Launay,,344
0556298739,Duval Hélène,hélène.duval@club-internet.fr,222
05 94 22 50 61,PASQUIER NICOLAS,nicolas.pasquier@sfr.fr,303
249288084,Sophie Monnier,sophie.monnier@live.com,65
475026860,Guibert Constance,constance.guibert@voila.fr,468
+33372115325,Boyer Michelle,michelle.boyer@laposte.net,220
0181198500,Poulain Nath,nath.poulain@live.com,462
364024594,RIVIÈRE VINCENT,,491
+33517703094,MARIE SYLVIE,sylvie.marie@free.fr,212
0178224610,Élodie Maurice,élodie.maurice@orange.fr,355
450823311,Jacques Renée,,129
04.43.11.62.15,Victor Guillou,,430
01.30.86.15.71,Pénélope Roussel,,56
554176239,Laurence Couturier,,186
437425636,COURTOIS CONSTANCE,constance.courtois@yahoo.fr,195
130927106,PAUL CHRISTINE,,435
04.97.36.32.38,Adèle Dubois,,218
03.72.24.09.50,Lebreton Robert,,375
05 33 17 50 82,OLIVIER DOS SANTOS,olivier.dossantos@wanadoo.fr,118
587050623,FRÉDÉRIQUE WAGNER,,260
+33(0)246547452,GILLES DUPUIS,gilles.dupuis@live.com,205
0442986215,FABRE BERNADETTE,bernadette.fabre@tiscali.fr,91
03.63.04.32.67,Vasseur Grégoire,grégoire.vasseur@tiscali.fr,487
+33298883149,Richard Paulette,,147
02 41 12 73 23,Emmanuel Pascal,emmanuel.pascal@orange.fr,31
01 39 79 97 18,Émilie Morin,,153
02 35 19 75 22,Grenier Gabriel,,15
480926682,Ferreira Bernadette,,426
02 34 59 64 03,JACQUOT ALICE,,49
0373928361,BERTRAND GRONDIN,,83
179565744,Monique Dupré,monique.dupré@noos.fr,308
380258751,Nathalie Meunier,,373
383524725,Rolland Lorraine,,297
+33328808092,FRANÇOISE PINTO,,217
03 21 53 22 29,Grégoire Dumas,grégoire.dumas@hotmail.fr,252
463622282,DUMONT JOSÉPHINE,joséphine.dumont@dbmail.com,361
310751774,Susanne Fernandez,susanne.fernandez@club-internet.fr,173
01 47 55 30 72,Claudine Martinez,,371
04.20.63.85.25,Maréchal Margaux,margaux.maréchal@hotmail.fr,385
04 37 57 44 48,JÉRÔME MEYER,,52
389535847,Imbert Patrick,,114
508936311,Jacqueline Humbert,jacqueline.humbert@club-internet.fr,242
244542125,Thomas Alice,alice.thomas@orange.fr,24
01 43 39 19 01,MORENO VICTOIRE,,283
05 45 44 47 76,HENRI GILLET,henri.gillet@tiscali.fr,126
0586251611,GAY MICHELLE,michelle.gay@tiscali.fr,423
01 41 36 76 48,COHEN SUZANNE,suzanne.cohen@noos.fr,283
05 53 91 42 47,Simon Virginie,,402
567965793,Letellier Gilbert,,407
04.58.47.23.82,Bernier Emmanuelle,,172
04.80.52.41.86,Deschamps Jeanne,,101
02 44 19 51 60,Sauvage Suzanne,suzanne.sauvage@tiscali.fr,384
04.88.48.00.59,Maurice Pauline,pauline.maurice@laposte.net,371
05 32 13 28 25,Nicolas Renault,,250
04.68.77.22.77,Paul Renard,paul.renard@hotmail.fr,367
+33559121068,Bousquet Anaïs,anaïs.bousquet@laposte.net,431
04.70.23.76.66,William Blondel,,225
+33(0)518626211,GABRIEL LEFORT,,354
05 67 88 51 03,BRETON THÉOPHILE,,242
03.83.37.57.88,POIRIER ÉMILIE,,107
+33(0)160769963,Blanchard Zoé,zoé.blanchard@voila.fr,194
02.38.25.06.40,Alfred Simon,alfred.simon@wanadoo.fr,361
243127955,LOUIS BESNARD,,365
360656456,Verdier Lorraine,,178
02 52 91 90 84,Gérard Dominique,,140
+33(0)269387951,Couturier Mathilde,mathilde.couturier@gmail.com,99
02 54 00 02 41,Tristan Lucas,,404
02 38 45 15 96,NATHALIE BOURGEOIS,,283
230577080,GILBERT LUCE,,453
+33582766024,Sébastien Tanguy,,37
499014720,Alix Berthelot,alix.berthelot@dbmail.com,128
04.65.95.72.87,Bègue Grégoire,,183
04 90 48 38 78,Olivier Alexandrie,alexandrie.olivier@laposte.net,187
01 42 05 02 89,Robert Menard,robert.menard@voila.fr,92
01.75.26.00.76,FOUQUET LAURENT,,20
01.76.27.62.40,CLÉMENT ANDRÉ,,56
+33(0)148840784,Baron Bernard,,266
475162744,Lucie Leconte,,267
05.31.57.39.88,Étienne Sylvie,,402
01 70 03 28 88,Margaret Auger,margaret.auger@bouygtel.fr,205
434045296,Paulette Fischer,paulette.fischer@tele2.fr,421
0487588927,Schneider Charlotte,charlotte.schneider@gmail.com,241
+33444870018,Thibault Christophe,,244
+33251062493,Diane Muller,,380
02 23 88 64 85,Emmanuelle Petit,,173
01 72 94 36 43,Stéphanie Rousseau,,305
03.20.45.16.35,Nicole Mahe,nicole.mahe@live.com,336
0279035443,Legendre Audrey,,275
0149027599,Roland Moreau,,397
04 80 30 75 87,Franck Mace,,309
+33(0)361812113,Simone Gomes,,398
472315786,Juliette Simon,,277
03.71.98.06.47,Margaret Lopes,,209
0169458885,Carpentier Emmanuel,,98
269971640,Marie Daniel,,411
382907317,Henry Franck,franck.henry@dbmail.com,193
495867716,Boulanger Nathalie,,408
490062246,Fleury Constance,,322
0356371894,JULIEN MATHILDE,,42
01.55.54.45.72,Dias Véronique,véronique.dias@hotmail.fr,111
360620375,Raynaud Nicole,nicole.raynaud@bouygtel.fr,180
+33370986169,Thibault Martin,,151
221405837,BERNIER CLÉMENCE,,149
415973408,Maryse Parent,maryse.parent@sfr.fr,202
0586375576,MAHE CATHERINE,,334
01 56 17 63 00,Noël Fontaine,,257
0565157439,Adélaïde Deschamps,adélaïde.deschamps@yahoo.fr,18
+33218604898,ALIX BRUNEL,,190
+33(0)322412225,Lefort Maurice,,271
180289960,Jean Bertrand,bertrand.jean@hotmail.fr,365
238730361,Joseph Guérin,joseph.guérin@wanadoo.fr,274
+33553559487,Laine Antoine,antoine.laine@bouygtel.fr,361
0176898299,EMMANUELLE FERNANDES,,476
383418836,Roger Leconte,roger.leconte@ifrance.com,42
01.69.16.31.61,Hélène Fontaine,,225
03 22 71 56 18,ROCHER THIBAUT,thibaut.rocher@yahoo.fr,441
04.81.47.35.01,Roland Bourdon,,459
04 78 90 45 03,AGNÈS DA SILVA,,250
0324957443,Laetitia Aubert,,284
230135728,Hortense Gérard,,305
+33(0)508934859,Ollivier Céline,,69
03.45.12.87.79,Hélène Lenoir,,233
229491640,Martine Maillot,martine.maillot@bouygtel.fr,409
+33(0)181734053,NICOLAS TEIXEIRA,,50
473896940,Paulette Rémy,,401
03.62.58.95.15,CHEVALIER RENÉE,,482
+33(0)325909469,Buisson Jeannine,jeannine.buisson@yahoo.fr,301
0465356856,Charrier Sylvie,sylvie.charrier@tele2.fr,185
04.85.98.82.00,Paul Royer,paul.royer@laposte.net,386
+33(0)564358170,Caroline Bazin,,474
231886503,Julien Emmanuel,,365
05 55 52 07 15,JULIETTE TEIXEIRA,juliette.teixeira@wanadoo.fr,168
+33384926121,SIMON DENISE,denise.simon@free.fr,414
05 18 75 70 12,Voisin Marguerite,marguerite.voisin@gmail.com,370
05 31 48 16 33,BERGER MARGOT,margot.berger@bouygtel.fr,23
03.25.53.14.77,ASTRID MARIE,astrid.marie@orange.fr,37
03.59.78.71.55,MORIN SIMONE,,356
03.56.40.12.37,Suzanne Carre,,92
379127952,Henry Jeannine,jeannine.henry@live.com,466
+33238268842,EMMANUEL BLANCHARD,emmanuel.blanchard@hotmail.fr,143
290036358,Thibaut De Oliveira,thibaut.deoliveira@sfr.fr,75
02.90.58.76.32,Roux Timothée,,186
561956005,Laroche Charlotte,,257
02 77 46 05 51,Odette Delaunay,,145
02 41 74 12 20,Monnier Océane,,46
02.96.83.46.57,Navarro Thibault,thibault.navarro@dbmail.com,183
0385311574,Schmitt Clémence,,459
143625478,Millet Camille,camille.millet@bouygtel.fr,290
03.20.65.04.13,TORRES MONIQUE,,363
05.96.56.20.58,Laurent Cohen,laurent.cohen@voila.fr,338
02 35 59 03 99,Hervé Robert,,435
02 44 55 57 54,Dupuy David,,132
486634034,Thierry Laroche,,335
456466001,ALEXANDRIA ROCHER,,106
0298505993,Riou Agnès,agnès.riou@live.com,141
+33(0)546975292,CHARLES DESCAMPS,charles.descamps@free.fr,186
04 87 13 78 36,Pierre Bertrand,pierre.bertrand@laposte.net,305
0326481629,LOUISE THOMAS,,227
0344199108,Lemaire Françoise,,439
03 76 88 19 46,Nathalie Bruneau,,269
04 91 02 59 93,Thibault Thomas,thibault.thomas@ifrance.com,445
389084534,Gay Capucine,,316
03.83.55.91.22,Le Gall Henri,,27
04 78 27 59 39,Thérèse Delattre,thérèse.delattre@live.com,314
+33(0)476777454,MARTHE LELEU,,289
03 80 91 28 48,Xavier Le Gall,,440
251360726,Huet Jacques,,103
181889363,FRÉDÉRIQUE PICHON,frédérique.pichon@hotmail.fr,412
144619636,ÉLISE LAUNAY,,15
04.57.19.53.38,Daniel De Sousa,daniel.desousa@voila.fr,464
458494417,Guichard Cécile,,222
422508480,Lecomte Paulette,,31
03.28.90.72.97,MATHIEU ÉLISE,,432
05.63.12.99.79,VALÉRIE BOUCHET,,120
01 47 78 07 93,Perez Josette,josette.perez@orange.fr,252
357359417,Boucher Julie,julie.boucher@gmail.com,468
0368176650,Mendès Clémence,,414
05 90 85 17 14,Élisabeth Pons,,497
493453743,VICTOIRE COSTE,victoire.coste@tele2.fr,459
276141864,Laetitia Martel,,347
07 61 57 87 64,Pages Louis,,305
01.58.87.85.59,Juliette Vasseur,,234
389166008,Lucas Aimée,aimée.lucas@free.fr,407
427302447,Alexandria Marchand,alexandria.marchand@hotmail.fr,432
02.76.67.44.13,MORENO JULIE,julie.moreno@club-internet.fr,114
0477349647,Lemaître Élise,,313
03.22.01.80.94,Lejeune Patrick,patrick.lejeune@club-internet.fr,285
03 61 50 33 55,Sylvie Barre,sylvie.barre@club-internet.fr,209
481295708,Laine Daniel,,141
05.59.59.89.46,Isabelle Wagner,,101
487153993,Martins Henri,,243
02.57.84.71.67,GIRAUD SABINE,,183
04.91.55.46.57,Philippe Sylvie,sylvie.philippe@noos.fr,230
04 86 85 64 21,Blanchard William,william.blanchard@wanadoo.fr,382
252203491,Alexandre Nathalie,,464
03 79 97 21 70,Simon Geneviève,,494
02.56.04.05.45,Leblanc Grégoire,,48
+33182553468,PHILIPPE MENARD,philippe.menard@noos.fr,445
04 80 87 30 73,Couturier Nath,,274
353639077,Delmas Théodore,,139
0444544459,Diallo Madeleine,madeleine.diallo@noos.fr,424
0468381237,DELMAS DENIS,denis.delmas@noos.fr,341
222399324,XAVIER BAZIN,xavier.bazin@hotmail.fr,303
02 21 41 06 13,DELAUNAY MARINE,,42
04 49 91 62 40,Dorothée Gallet,,245
0310160985,David Adrienne,,372
0183366337,Mahe Michelle,,112
328386515,HORTENSE ROUX,hortense.roux@voila.fr,308
+33371400585,Marianne Germain,,225
04.13.59.41.57,Perez René,rené.perez@wanadoo.fr,344
+33(0)245596737,Ferreira Zacharie,zacharie.ferreira@wanadoo.fr,409
383066282,Gimenez Susanne,,442
+33(0)442756664,Robert Christelle,christelle.robert@dbmail.com,205
03.62.30.60.73,Launay Franck,,448
04.58.61.50.99,Louis Chevallier,,226
04.50.13.00.73,DIAS MICHELLE,,291
+33559619109,Faivre Simone,,152
01 77 66 14 27,Joseph Bertrand,joseph.bertrand@yahoo.fr,318
482728040,MARGAUX DUPUY,margaux.dupuy@sfr.fr,49
01 69 09 70 18,Aurore Lebreton,,469
+33(0)243158016,Andrée Riou,andrée.riou@tiscali.fr,199
02 18 95 05 70,JOURDAN CHRISTELLE,christelle.jourdan@laposte.net,87
+33369154386,Gérard Boulanger,,10
153708783,Paul Benoit,paul.benoit@bouygtel.fr,439
0339600203,Diane Alves,,129
+33153825222,Collin Zacharie,,419
437924616,Margaret Masse,,148
01.82.36.86.56,Christine Jourdan,,295
546069223,Lagarde Laurent,,423
579943129,Auguste Perrier,auguste.perrier@club-internet.fr,423
147616275,Reynaud Antoinette,antoinette.reynaud@live.com,368
03 75 21 35 84,BERTRAND WILLIAM,,226
04 58 73 72 34,Noémi Meunier,,401
05 32 24 48 57,Charles Charlotte,charlotte.charles@hotmail.fr,369
01 40 58 33 00,LUCY COURTOIS,,442
02 90 37 09 65,Denis Carpentier,denis.carpentier@ifrance.com,176
03.26.03.01.56,Simon Audrey,,205
+33(0)495300001,Masson Adèle,,463
01 43 76 09 77,PELTIER NOËL,noël.peltier@laposte.net,249
555149389,BARON ANTOINE,antoine.baron@live.com,43
02.90.87.03.88,PÉNÉLOPE GERMAIN,pénélope.germain@dbmail.com,456
04.43.64.05.75,Lucie Bigot,lucie.bigot@laposte.net,156
160338331,MARINE ARNAUD,,107
04.72.74.75.29,Mathieu Paul,paul.mathieu@yahoo.fr,26
01 74 15 05 25,MARTIN LECOQ,,381
+33534624427,Antoinette Gautier,antoinette.gautier@wanadoo.fr,38
02 35 81 79 09,Roland Rolland,,128
+33465693711,Antoine Lecomte,antoine.lecomte@dbmail.com,272
04 27 46 76 29,Gabrielle Jacques,gabrielle.jacques@noos.fr,103
04 72 64 26 55,DUPONT CHRISTOPHE,christophe.dupont@tele2.fr,42
01 39 42 34 89,COHEN ANAÏS,anaïs.cohen@free.fr,497
05.31.79.63.95,Lacroix Simone,simone.lacroix@ifrance.com,402
01 64 65 29 54,Jean Brun,,444
554231108,David Baron,david.baron@gmail.com,10
258450577,Marine Caron,marine.caron@laposte.net,388
04 15 02 96 23,Étienne Barbe,étienne.barbe@voila.fr,392
276598216,Masse Philippe,,135
0233793112,BERTIN CHRISTOPHE,,86
02 19 06 25 79,Hélène Traore,,140
02.61.31.68.12,Franck Cordier,,262
+33(0)329023403,Legendre Alfred,,83
444742323,Jeanne Becker,,216
02 31 44 10 10,Claudine Pelletier,,373
01.83.91.02.19,Allain Christelle,christelle.allain@yahoo.fr,333
04.89.45.56.59,Françoise Bousquet,,42
+33310494038,VÉRONIQUE LEJEUNE,,310
01 44 22 71 89,Henriette Vidal,henriette.vidal@club-internet.fr,62
0458118588,Théodore Lebon,,114
03.62.35.69.06,ROBERT AGATHE,,108
0467752772,BERNARD DUMAS,bernard.dumas@noos.fr,387
02 14 29 17 10,Lombard Brigitte,brigitte.lombard@club-internet.fr,126
0468605320,Pénélope Rolland,,372
04.88.35.46.49,PAGES GEORGES,,111
04.87.53.04.57,Marion Maryse,,84
05.61.09.12.31,BOULAY ALEXANDRIA,alexandria.boulay@laposte.net,210
423495680,Théodore Joubert,théodore.joubert@wanadoo.fr,268
05.53.43.20.75,LE ROUX AGNÈS,,18
555742778,ADÈLE PASQUIER,,300
564310464,William Faivre,,398
+33173479048,RAYMOND BARON,,111
02 45 51 94 75,Muller Adèle,,294
05 34 79 31 97,Grégoire Guérin,grégoire.guérin@yahoo.fr,186
05.67.96.58.87,LOUIS ÉDOUARD,édouard.louis@tele2.fr,388
+33238215516,Boulanger Pauline,pauline.boulanger@hotmail.fr,206
236790229,GILBERT JULIEN,,79
02 99 35 49 48,Margot Jourdan,,27
0492436884,PINEAU MICHELLE,,471
0442425157,PAYET SUZANNE,,151
04 92 86 05 67,Buisson Émile,,235
03.29.05.91.15,Bègue Eugène,eugène.bègue@live.com,168
03 24 46 63 24,MICHÈLE BIGOT,michèle.bigot@tele2.fr,200
01.47.52.29.86,Astrid Lebon,astrid.lebon@orange.fr,183
+33(0)368358663,Martineau Émile,,158
+33(0)485605632,Susan Briand,susan.briand@tele2.fr,257
498244008,Claire Evrard,claire.evrard@wanadoo.fr,200
0430717459,TIMOTHÉE DA SILVA,,147
06 05 75 05 53,Bertrand Camille,,188
427530345,Roussel Sophie,,489
249725410,Blanchard Thibaut,thibaut.blanchard@gmail.com,173
03 51 28 54 00,Jeannine Texier,,85
01 69 07 71 09,Hugues Gérard,,13
385419831,Diaz Matthieu,,99
02.53.37.63.54,Maurice Couturier,,407
02.30.50.30.32,JULIEN LAURE,laure.julien@laposte.net,168
01 49 24 78 12,Rolland Gabriel,gabriel.rolland@wanadoo.fr,344
04.26.19.48.25,Thierry Gosselin,thierry.gosselin@club-internet.fr,443
563073620,Paul Marion,paul.marion@live.com,142
01 44 64 95 02,Lamy Grégoire,,444
04 73 11 16 77,Monique Dupuis,,432
01 88 42 54 90,ÉTIENNE MARINE,,194
+33175707843,Huet Henri,henri.huet@live.com,141
0327194861,Mathilde Camus,mathilde.camus@noos.fr,179
0370973657,Antoinette Collin,antoinette.collin@dbmail.com,178
02 46 23 57 05,Da Silva Margaux,,183
469357952,Blondel Édouard,,252
437116864,Guichard Anne,,348
04 32 97 32 76,EUGÈNE ADAM,,406
03.29.42.98.85,LORRAINE PASQUIER,,427
03.89.78.38.45,Corinne Fabre,,57
02 35 06 96 43,DELAHAYE LOUIS,,141
472764985,Carlier Camille,camille.carlier@noos.fr,278
05.40.44.41.41,Dominique Joubert,dominique.joubert@yahoo.fr,300
321650823,Paulette Launay,,335
+33(0)562577278,KLEIN MAGGIE,,136
+33(0)449367028,Renaud Benjamin,,492
04 97 22 33 82,Vasseur Laurent,laurent.vasseur@gmail.com,136
05 81 65 42 68,Fabre Julie,julie.fabre@live.com,151
499749855,WAGNER MICHELLE,,34
03.69.02.67.40,Marcel Klein,,99
297872696,RENÉE DA COSTA,renée.dacosta@laposte.net,257
02 47 63 87 94,LECLERC CHANTAL,,373
+33382338590,MICHAUD MARC,marc.michaud@noos.fr,470
01 39 03 57 22,Thomas Valentine,,65
02 90 74 77 20,Lemaître Aurélie,,319
+33173331460,Théophile Charrier,,102
01.39.93.43.15,Céline Caron,céline.caron@voila.fr,305
04.22.12.46.41,LACOMBE GILBERT,gilbert.lacombe@tiscali.fr,188
01.53.77.07.15,Moreno Yves,,288
02.69.09.02.16,Michel Roussel,,425
02 22 39 99 26,Célina Blin,célina.blin@laposte.net,172
05 36 37 51 68,MARTHE WAGNER,marthe.wagner@club-internet.fr,354
05.67.11.62.38,Véronique Ribeiro,véronique.ribeiro@voila.fr,177
04.32.80.00.87,Thibault Jean,jean.thibault@tele2.fr,42
+33(0)252725406,Andrée Devaux,andrée.devaux@live.com,396
01.53.98.43.71,Reynaud Dominique,dominique.reynaud@wanadoo.fr,57
05 53 70 45 09,Léger Jean,,416
351148633,Frédérique Julien,,337
+33586425911,Weber Théophile,,481
04.94.24.82.76,Patricia David,patricia.david@voila.fr,260
04.90.50.33.62,Faure Lucas,,133
0262048671,Masson Margaret,,311
565917893,Grégoire Gilles,,497
170703152,Brigitte Cousin,brigitte.cousin@orange.fr,75
0467145560,Danielle Rodrigues,danielle.rodrigues@free.fr,176
01 43 46 98 05,Alex Laroche,,405
+33365011664,Michèle Leclerc,,370
240172210,Chantal Dos Santos,,419
0145446675,Boulay Alex,,417
03.76.22.71.88,Xavier Millet,,380
+33(0)258901359,CHRISTOPHE DELATTRE,,82
05.49.64.99.65,Alexandre Rivière,alexandre.rivière@noos.fr,499
364838092,Monnier Alix,,154
05 53 69 85 30,BONNEAU ZACHARIE,,240
0323774829,VALÉRIE BRUN,valérie.brun@sfr.fr,116
497958039,Jérôme Rousseau,,153
04 77 76 75 84,LACOMBE THIBAULT,thibault.lacombe@voila.fr,449
156952087,BLANC ROBERT,robert.blanc@tele2.fr,18
02 69 25 70 03,Hortense Benard,hortense.benard@live.com,121
0420141008,Olivier Leduc,olivier.leduc@tele2.fr,359
02.28.46.20.74,Anouk Philippe,,52
230645594,Bertrand Édith,édith.bertrand@voila.fr,314
01.82.26.60.03,Céline Masse,,182
04.85.94.93.58,Édith Legrand,édith.legrand@noos.fr,182
04 77 29 04 63,YVES GAUDIN,,490
04.80.09.35.87,Christelle Munoz,,490
0524901850,Henriette Morel,henriette.morel@live.com,300
03 68 28 79 85,Albert Emmanuel,emmanuel.albert@wanadoo.fr,430
02 53 14 35 11,Margot Sanchez,,20
04 34 72 09 32,DELAUNAY CHRISTINE,christine.delaunay@live.com,483
0553276740,Nath Chartier,nath.chartier@laposte.net,212
450775068,Roussel René,,250
549095204,MADELEINE COUTURIER,,138
01 44 10 54 99,Boutin Anne,,499
230131699,Klein Jeannine,jeannine.klein@gmail.com,73
08 04 39 59 46,CARLIER ALEXANDRIA,alexandria.carlier@live.com,38
03.29.79.01.36,Langlois Eugène,eugène.langlois@hotmail.fr,191
+33(0)376449841,Océane Louis,océane.louis@tele2.fr,373
05.40.97.43.48,Bourgeois Christelle,christelle.bourgeois@bouygtel.fr,302
+33(0)248891564,Nicole Leroux,,478
01 30 51 78 79,Brun Marcelle,marcelle.brun@wanadoo.fr,432
01.70.64.79.72,THÉODORE HERNANDEZ,théodore.hernandez@club-internet.fr,266
0532434002,Alexandre Cohen,alexandre.cohen@ifrance.com,206
381841946,Bernadette Delahaye,,75
04 94 55 07 84,Louise Barre,louise.barre@dbmail.com,213
+33489564762,THIERRY GAUDIN,thierry.gaudin@free.fr,392
352107459,Olivier Tessier,,439
456647872,EUGÈNE COHEN,,439
05.16.02.57.79,Aurélie Dijoux,,496
02.30.21.43.54,Jacques Toussaint,jacques.toussaint@live.com,184
493648248,André Raymond,andré.raymond@yahoo.fr,117
238976332,Marcelle Gauthier,,419
0177358393,LAETITIA TANGUY,,354
0223601629,Potier Stéphane,stéphane.potier@bouygtel.fr,388
04.98.04.38.53,Sylvie Boucher,,360
0269987139,THIBAULT ZACHARIE,,269
05.49.22.64.50,Gosselin Christelle,christelle.gosselin@bouygtel.fr,272
02.97.94.91.37,Susanne Coulon,,301
+33579769560,ISAAC LOMBARD,isaac.lombard@tele2.fr,412
01.41.50.65.22,ÉDOUARD TRAORE,,493
05 58 48 76 82,Auger Augustin,,223
382509054,LAROCHE CHRISTELLE,,373
02.72.73.58.92,Brigitte Benard,,479
02.69.17.00.04,Susanne Letellier,,340
05.63.93.04.61,Maggie Launay,,351
0482159518,DANIEL OLIVIER,,203
02 37 52 93 27,Roger Lamy,,340
04 93 10 10 96,ASTRID HERNANDEZ,,249
01 43 00 82 01,VALENTINE EVRARD,,77
01 55 98 24 91,Véronique Germain,,143
02 52 08 23 09,Navarro Sabine,,44
05 34 28 89 04,PEREIRA DOROTHÉE,,118
03.26.48.42.68,Da Silva Yves,yves.dasilva@tiscali.fr,105
